location,calcium,magnesium,sodium,potassium,boron,carbonate,bicarbonate,sulfate,chloride,nitrates,pH,conductivity,hardness_1,hardness_2,alkalinity,total_dissolved_salts,sar,yield
Farm_C,887.0864243,503.1362586,309.5276163,983.6789253,934.3670148,166.2833688,815.833125,310.3619589,531.169528,667.5498993,8.088926649,1879.962678,106.7948893,255.2995706,106.1693663,669.4406909,9.830732762,116.10000000000001
Farm_B,633.1014573,615.8500981,77.73463696,459.8004238,152.5390429,914.4119459,173.8952492,491.5945467,868.2712805,236.870559,8.686940332,1809.683357,131.2760039,228.5081611,374.964456,967.6705748,2.491748018,190.5
Farm_B,590.8929432,714.5959227,891.1431137,764.8098009,722.2525684,257.8876854,89.41100231,31.13408288,325.1900642,681.117854,6.160384415,357.1727563,255.4092244,59.18034063,204.1015905,148.8988313,4.106729876,200.39999999999998
Farm_B,242.0552715,322.9564729,118.8179163,304.6791391,743.9462926,436.1265291,110.4741131,273.259527,180.9769527,101.4208284,8.842443888,1699.673777,53.15187999,61.41218638,225.2668527,714.3554991,1.680445366,198.6
Farm_C,370.1587003,930.7573256,671.5731956,488.241137,749.9604704,732.2248864,752.7166396,801.7280831,658.8854702,650.877369,7.610354691,591.3795863,78.1450976,261.4010907,211.4219864,358.6686368,1.858593496,117.30000000000001
Farm_C,497.2485059,127.0605127,986.0010638,919.3919732,116.8980407,181.4354351,997.9341105,683.2953766,276.8277972,812.9857387,4.410858337,450.504881,70.86602125,76.0562007,390.2961263,303.426098,1.591253731,111.9
Farm_B,896.0912999,913.2405526,549.5288823,842.0332944,163.6559429,671.8927436,120.5668858,937.2284872,680.2282424,448.6936226,7.401138896,1082.811207,208.6456044,78.73324926,82.27034998,952.9192234,8.264399836,192.0
Farm_A,339.029791,635.0936509,974.3948077,58.16379551,576.2883602,418.7705249,396.2420189,64.20893708,205.84121,780.5255152,4.215868679,141.4644539,221.5817992,201.9763035,290.0239829,180.3605721,5.009874749,101.7
Farm_B,677.5643618,660.1973767,527.7011091,174.8386273,720.0365365,139.3560741,417.5807758,651.6668254,773.4731257,181.4383477,6.197024948,1527.612663,164.8162993,77.00643853,171.6114615,773.7807107,9.257372588,207.3
Farm_C,808.1203796,740.7686178,328.6645454,795.4499608,181.2330662,408.7341711,474.2142167,106.9806388,498.1957165,120.2090554,8.475588704,1667.593879,145.1050019,58.66756668,114.1673648,538.8650287,3.806774721,119.10000000000001
Farm_A,241.8522909,473.4717708,188.1211597,650.2010924,565.1331836,597.4131022,969.1026301,125.1857922,474.6308757,411.0284698,7.280809188,364.5662051,294.7762345,148.6440189,294.3610628,902.6849303,5.136983834,96.3
Farm_A,237.637544,438.9714207,746.0448793,173.524515,762.4586857,763.6057942,296.3081205,432.334801,247.2310744,284.872902,8.899851647,970.5550848,229.8384056,292.8831727,293.6334233,840.2813149,2.762497757,102.6
Farm_C,370.1587003,930.7573256,671.5731956,488.241137,749.9604704,732.2248864,752.7166396,801.7280831,658.8854702,650.877369,7.610354691,591.3795863,78.1450976,261.4010907,211.4219864,358.6686368,1.858593496,117.30000000000001
Farm_A,349.2095746,45.30400977,986.2107445,994.8663172,606.7150464,383.1385282,758.2384757,581.9714019,111.9196194,274.8060355,4.824074079,1361.200404,67.41028704,127.3431795,441.4861218,718.3173399,2.882669189,98.39999999999999
Farm_C,93.67476783,71.18864846,414.8195023,769.3048936,224.6048229,106.5982531,683.2587637,87.86649914,201.8534521,692.4361513,6.775424747,228.5698876,186.662055,209.0240116,308.0880282,790.8108657,7.815791864,110.1
Farm_C,177.1106794,412.6176769,671.7006844,547.959489,996.8742518,446.005773,837.0133284,541.2963353,930.9486955,800.3565078,8.383253809,972.5557674,126.1877738,189.6605991,375.218131,455.6178169,2.998682836,114.3
Farm_B,113.4735212,116.0726405,901.1580105,432.4978783,947.2833396,554.1780025,512.688511,626.2203216,248.7142726,633.1513756,8.232571693,1542.856699,136.9853529,136.3057857,446.141643,766.8136505,9.62140709,190.8
Farm_C,871.4605902,702.484084,752.3745294,234.6420819,741.1206493,156.1525974,844.5493985,541.2665787,719.2017783,5.758660498,7.069667924,246.4107304,291.1191635,298.859379,205.6448573,466.7887279,7.956293337,113.1
Farm_A,645.1727904,554.3540525,969.3025356,367.5344223,251.7990589,171.6792858,613.4113892,968.1934279,236.0504633,567.3122196,4.607506882,208.4039702,133.8020118,178.1669315,311.2104204,142.1667177,7.369492152,104.4
Farm_C,101.4715429,940.2302414,613.4151959,509.4221281,869.8963621,719.0459052,265.6000426,694.9818861,41.57285905,216.7398001,5.487742257,476.3855022,58.29733864,78.62190952,267.5333462,955.695437,7.405505252,117.30000000000001
Farm_C,897.215758,433.8516492,353.352228,61.34962711,922.4993812,665.0366745,927.7522832,430.3058949,805.670153,900.0231234,6.725134594,881.0816449,81.56618539,152.7552688,483.8129812,918.9488295,4.89534402,111.3
Farm_C,294.4488921,505.2523724,876.6536027,459.4467684,564.8411333,221.2094418,335.1188543,452.3182845,977.1741842,557.7834174,7.097946687,1771.205524,125.3163152,161.6048791,354.5695845,113.2240498,4.58052963,113.39999999999999
Farm_C,284.8404944,769.9935531,376.2595855,992.1580148,627.7080531,421.4245506,767.1882889,273.6266663,912.3633456,955.523696,5.477223887,735.5714486,250.9008839,171.9167672,180.1601474,981.0830037,3.219432715,118.5
Farm_B,323.202932,542.6446347,81.34878064,936.957823,502.7203901,204.9842954,24.40078156,130.0862401,578.6754086,341.2478276,4.925977839,1592.738074,100.5039171,160.8450036,483.8078332,352.904049,1.212354682,196.5
Farm_C,631.138626,696.7371654,555.4317056,137.1097057,362.3938991,819.1023177,347.8092079,689.4649691,177.1497894,79.41936899,4.026148068,1896.826479,279.519138,66.61096109,451.8905923,892.1410641,2.464297694,117.6
Farm_B,690.9377381,419.6000624,629.3986381,25.81190695,181.5977168,18.39067655,991.1686261,868.623168,169.7579051,962.9268752,8.434624501,597.2407991,228.0035051,282.9384299,249.8196871,736.2788387,2.325727399,207.6
Farm_C,93.67476783,71.18864846,414.8195023,769.3048936,224.6048229,106.5982531,683.2587637,87.86649914,201.8534521,692.4361513,6.775424747,228.5698876,186.662055,209.0240116,308.0880282,790.8108657,7.815791864,110.1
Farm_C,237.2490875,905.350642,150.4168911,886.6042152,398.1686936,262.2640443,408.4532131,498.8881535,515.5960286,496.7668589,5.233394323,576.8366565,276.7987577,138.692823,271.546466,550.3610311,2.710968848,119.7
Farm_C,9.197051617,585.7755813,725.7195084,62.29179813,920.8418826,355.6727165,877.4608626,291.6625787,507.2348087,862.7970775,6.541802735,1342.931743,103.1610941,221.6474784,491.4443202,784.9340112,9.953373646,110.7
Farm_B,555.2008116,97.83416065,620.1325978,216.0381825,872.1239089,900.0186418,350.1252592,481.5223515,736.4020151,212.0448399,7.642453386,219.0410866,260.3618883,82.87227997,67.7567898,382.0131258,3.472334335,204.9
Farm_A,417.4110031,375.5829526,84.10680611,36.16038052,439.1349086,722.2669319,318.7525029,45.74203381,345.9349925,379.7857802,5.766257043,1996.860272,264.2948142,129.2366469,359.7234061,145.2034103,1.012182631,98.39999999999999
Farm_C,337.6151714,35.9422738,821.8600593,360.1364075,301.3778742,397.1835296,615.8631882,968.8778553,40.10919141,479.1818776,7.873267656,900.3713013,295.8803682,200.4808578,62.39152394,365.7614446,9.767749994,109.2
Farm_B,195.2429878,282.0345726,450.5441353,975.8737549,178.0359669,360.9738969,797.4260216,636.4302495,497.174764,226.6564022,8.790367401,1336.849588,238.4904759,123.7601769,331.96663,222.9408133,1.081346222,197.4
Farm_C,367.7831327,25.35074342,962.1725485,346.0997265,342.0817487,868.4679759,42.09318964,419.7273169,445.305255,803.0258978,6.912113291,353.6119476,69.85164616,170.5102645,299.1701684,597.2508707,6.601722774,112.2
Farm_A,725.9556789,374.6126146,698.161714,57.780561,424.1306713,518.9177053,696.0206181,268.9934044,269.7496115,822.6143185,4.658643867,1930.449425,93.72035929,255.9475961,108.7935547,544.4326364,1.449811258,95.1
Farm_A,349.2095746,45.30400977,986.2107445,994.8663172,606.7150464,383.1385282,758.2384757,581.9714019,111.9196194,274.8060355,4.824074079,1361.200404,67.41028704,127.3431795,441.4861218,718.3173399,2.882669189,98.39999999999999
Farm_A,84.139965,162.9344271,162.6169393,121.3849394,113.2380458,603.1521095,536.9744229,72.44688779,122.109914,451.7676787,8.20351514,594.2998028,210.7204775,62.78384536,444.6907615,250.2577799,3.177794173,96.0
Farm_B,962.4472949,822.6005607,812.7995673,600.5943334,906.472111,207.8862551,939.0676985,488.6431904,900.701864,607.9050928,5.325232142,1186.557315,160.0808546,109.3583671,122.0112214,389.3461311,4.582047637,201.3
Farm_A,746.4914051,69.36130088,380.8908566,194.6225118,919.8556164,51.42581348,259.7537838,702.4649705,666.8642575,136.4397526,8.959049757,1166.323298,190.1101577,217.1431617,439.5097155,511.9296446,9.171089144,96.60000000000001
Farm_A,779.8755459,856.4898412,813.7950197,239.1801042,925.5685129,738.0336164,224.4405718,455.2201491,936.6056923,95.53531383,5.067556832,199.2899706,259.2602813,50.3912763,407.3947981,733.4713825,8.138285866,96.9
Farm_C,632.3058306,962.6484147,374.8705795,975.6102009,821.2573047,487.4311982,17.87393473,638.5259477,514.8173539,539.1612767,7.740365897,253.1428761,232.8741226,99.02442818,293.7671656,568.1529031,8.031896702,111.0
Farm_B,195.2429878,282.0345726,450.5441353,975.8737549,178.0359669,360.9738969,797.4260216,636.4302495,497.174764,226.6564022,8.790367401,1336.849588,238.4904759,123.7601769,331.96663,222.9408133,1.081346222,197.4
Farm_B,227.9351625,798.295179,350.9150126,89.12443212,665.1972207,799.9160854,339.8749638,300.9635669,257.6828885,227.2696273,7.58161694,723.5662319,278.7725171,217.3000657,354.7042879,570.3189394,1.15797127,204.60000000000002
Farm_C,174.366429,611.7207462,523.0978442,68.17230939,345.6959935,272.3073265,167.0339461,185.5255157,73.49674733,256.5627837,4.987352449,636.1554419,93.44039828,123.3722058,112.6385156,348.552602,1.559829035,108.60000000000001
Farm_C,914.8643902,340.8035403,113.5575922,98.08258078,67.07647739,872.9458359,618.6113782,714.0869321,215.6751524,880.0790876,6.243053155,482.5911861,268.1884599,213.0729121,184.7280148,901.1935024,7.55975298,108.89999999999999
Farm_C,887.0864243,503.1362586,309.5276163,983.6789253,934.3670148,166.2833688,815.833125,310.3619589,531.169528,667.5498993,8.088926649,1879.962678,106.7948893,255.2995706,106.1693663,669.4406909,9.830732762,116.10000000000001
Farm_B,265.2023677,844.875311,56.37549665,416.1539982,140.8570204,728.1887562,851.206914,33.20310879,969.9120461,128.3942895,7.079927251,1132.722613,294.2000821,203.1433671,140.213532,839.9618981,5.292100958,188.7
Farm_A,746.4914051,69.36130088,380.8908566,194.6225118,919.8556164,51.42581348,259.7537838,702.4649705,666.8642575,136.4397526,8.959049757,1166.323298,190.1101577,217.1431617,439.5097155,511.9296446,9.171089144,96.60000000000001
Farm_C,284.8404944,769.9935531,376.2595855,992.1580148,627.7080531,421.4245506,767.1882889,273.6266663,912.3633456,955.523696,5.477223887,735.5714486,250.9008839,171.9167672,180.1601474,981.0830037,3.219432715,118.5
Farm_A,289.7514529,140.0840152,631.8372122,756.1633289,124.2972235,373.3093163,924.3961954,634.0057031,182.1179157,797.8136489,6.307387323,1385.289081,76.36842499,69.74229055,218.5487992,861.3292957,9.671493168,96.3
Farm_B,645.4722959,990.505142,228.6428055,109.7361987,85.34966808,950.2373538,708.3629767,51.97128365,30.3870597,67.61256359,5.528021077,1632.166873,231.667748,80.75082378,359.4749191,680.3493436,6.7092732,204.29999999999998
Farm_A,853.0094555,902.5529067,560.9379715,394.4762786,472.0669451,489.4249636,128.8698675,817.29777,48.21203886,661.8391898,4.016091318,1767.877148,167.1919914,247.24629,499.0193851,851.9322032,3.59996445,99.6
Farm_B,242.0552715,322.9564729,118.8179163,304.6791391,743.9462926,436.1265291,110.4741131,273.259527,180.9769527,101.4208284,8.842443888,1699.673777,53.15187999,61.41218638,225.2668527,714.3554991,1.680445366,198.6
Farm_A,853.0094555,902.5529067,560.9379715,394.4762786,472.0669451,489.4249636,128.8698675,817.29777,48.21203886,661.8391898,4.016091318,1767.877148,167.1919914,247.24629,499.0193851,851.9322032,3.59996445,99.6
Farm_A,51.47875125,51.68172117,424.2220092,116.3663979,620.0727559,259.4234334,873.6771142,163.6238212,733.1130224,647.4747142,5.028436311,618.8345389,296.0275798,235.898479,191.2850228,210.6286106,1.520600045,98.7
Farm_A,241.8522909,473.4717708,188.1211597,650.2010924,565.1331836,597.4131022,969.1026301,125.1857922,474.6308757,411.0284698,7.280809188,364.5662051,294.7762345,148.6440189,294.3610628,902.6849303,5.136983834,96.3
Farm_B,113.4735212,116.0726405,901.1580105,432.4978783,947.2833396,554.1780025,512.688511,626.2203216,248.7142726,633.1513756,8.232571693,1542.856699,136.9853529,136.3057857,446.141643,766.8136505,9.62140709,190.8
Farm_B,556.8012625,10.83765148,620.3095514,315.4068957,440.7627469,925.2483174,507.4677338,60.35208399,738.4492093,957.6252845,6.404864449,1566.823705,62.03570899,157.7463051,425.3650687,472.2784074,4.345516598,195.9
Farm_B,645.4722959,990.505142,228.6428055,109.7361987,85.34966808,950.2373538,708.3629767,51.97128365,30.3870597,67.61256359,5.528021077,1632.166873,231.667748,80.75082378,359.4749191,680.3493436,6.7092732,204.29999999999998
Farm_C,294.4488921,505.2523724,876.6536027,459.4467684,564.8411333,221.2094418,335.1188543,452.3182845,977.1741842,557.7834174,7.097946687,1771.205524,125.3163152,161.6048791,354.5695845,113.2240498,4.58052963,113.39999999999999
Farm_A,794.8113035,628.9428468,768.9874152,535.3101315,580.5883503,799.415879,678.0161526,800.5866991,692.6259522,85.6582496,7.8049538,1714.953206,120.0093324,183.4918681,78.10591713,294.1666113,6.085767812,103.8
Farm_B,512.0930583,954.8652807,73.79656474,398.6630278,693.9484445,984.4021807,944.7320223,864.3582498,969.8210451,709.0462617,8.715379189,1917.56778,173.5531118,250.6464199,300.9689718,100.1212237,5.229894413,205.5
Farm_C,755.5511385,97.17649377,950.0619671,535.8276845,929.5291442,181.9281305,33.94597859,981.186178,219.2139874,667.5933856,8.204357897,1166.820717,277.3050515,198.3053925,320.4833751,792.0305039,6.356185074,113.39999999999999
Farm_B,393.0977247,281.8547748,999.7176733,259.8132087,418.9254495,434.8273386,592.4077847,132.715754,443.7502193,578.386917,7.918958922,1020.922946,60.50616879,80.1396041,247.6174175,691.618134,6.765536652,203.4
Farm_A,278.6464642,531.3546316,906.3543851,817.4497085,533.461092,379.6924082,984.0834692,794.8095487,131.5676851,898.0305489,4.606932091,1084.349656,216.9799997,176.5665149,449.7816525,899.7931722,9.620108209,102.30000000000001
Farm_C,892.5589985,809.3611555,91.20610305,992.4835022,139.7723766,27.0959925,37.00763472,632.6218931,974.7931621,396.1726916,4.750845004,1591.304257,121.7844895,65.91022732,340.6200738,413.9384806,2.129951933,117.0
Farm_C,177.1106794,412.6176769,671.7006844,547.959489,996.8742518,446.005773,837.0133284,541.2963353,930.9486955,800.3565078,8.383253809,972.5557674,126.1877738,189.6605991,375.218131,455.6178169,2.998682836,114.3
Farm_C,892.0465552,118.1648276,996.6368371,760.2898231,914.8459011,246.4020332,824.6809659,567.5408483,868.1422544,274.1606666,6.771132571,414.9716263,234.9760302,275.6133268,431.1359844,525.0536237,6.999404311,113.7
Farm_C,9.197051617,585.7755813,725.7195084,62.29179813,920.8418826,355.6727165,877.4608626,291.6625787,507.2348087,862.7970775,6.541802735,1342.931743,103.1610941,221.6474784,491.4443202,784.9340112,9.953373646,110.7
Farm_B,325.3996982,195.7911348,594.1307154,449.7846488,537.3956029,595.0779307,372.688517,618.1557343,488.8465803,987.7855202,7.632308576,1716.17051,217.683078,285.4314279,309.7755632,489.4562224,8.133356047,193.20000000000002
Farm_A,410.382923,570.0611701,319.3136376,200.9336887,348.8682665,155.2402459,915.4882976,616.9269184,871.7835666,327.0331616,5.27335311,1201.969196,165.9828442,216.9511708,217.0275905,778.08513,5.778439106,96.3
Farm_B,363.6296024,30.50024994,374.2707958,396.9815171,383.8912214,13.00192351,874.7016727,22.12355153,486.6689414,580.1723692,7.301513599,1695.624343,213.5731381,197.9242906,63.93010591,464.5924251,8.023385112,194.4
Farm_A,936.1547742,905.3819764,704.0797681,688.1347061,400.7630609,180.5753451,6.385871717,247.103234,878.5155613,175.3029424,7.21162763,151.6181003,275.7237488,129.7167046,383.2142594,543.578126,4.532123676,101.10000000000001
Farm_B,953.928577,776.4129607,358.162718,844.3570827,595.3850173,541.9009474,680.1407718,870.9691237,676.5133858,540.0119146,5.841547653,1593.928579,120.3802996,232.2933719,110.4958082,279.2937474,8.632378806,195.6
Farm_A,853.0094555,902.5529067,560.9379715,394.4762786,472.0669451,489.4249636,128.8698675,817.29777,48.21203886,661.8391898,4.016091318,1767.877148,167.1919914,247.24629,499.0193851,851.9322032,3.59996445,99.6
Farm_B,40.77514155,549.2266647,43.15991195,606.2529378,229.2513952,633.4782198,786.3450144,213.104704,656.7366645,181.1493495,5.860835119,1259.427784,167.7919747,104.7672023,75.94141199,666.6019272,3.339144813,195.9
Farm_C,877.3393534,40.72880232,280.9631896,506.1418628,586.229832,829.7418037,176.528032,32.52617949,706.7772169,601.6118201,5.261205101,1575.750058,237.2065842,268.5556312,306.2198125,191.7031493,3.177039647,118.8
Farm_C,877.3393534,40.72880232,280.9631896,506.1418628,586.229832,829.7418037,176.528032,32.52617949,706.7772169,601.6118201,5.261205101,1575.750058,237.2065842,268.5556312,306.2198125,191.7031493,3.177039647,118.8
Farm_B,137.5209441,757.8461105,627.5580801,549.5295359,400.8514168,576.5164755,649.646649,844.7832281,828.8833659,550.2265422,8.079734695,574.1377797,109.9685282,204.266629,230.8004603,103.4379304,5.029060829,192.89999999999998
Farm_C,897.215758,433.8516492,353.352228,61.34962711,922.4993812,665.0366745,927.7522832,430.3058949,805.670153,900.0231234,6.725134594,881.0816449,81.56618539,152.7552688,483.8129812,918.9488295,4.89534402,111.3
Farm_C,9.197051617,585.7755813,725.7195084,62.29179813,920.8418826,355.6727165,877.4608626,291.6625787,507.2348087,862.7970775,6.541802735,1342.931743,103.1610941,221.6474784,491.4443202,784.9340112,9.953373646,110.7
Farm_B,690.9377381,419.6000624,629.3986381,25.81190695,181.5977168,18.39067655,991.1686261,868.623168,169.7579051,962.9268752,8.434624501,597.2407991,228.0035051,282.9384299,249.8196871,736.2788387,2.325727399,207.6
Farm_C,119.8653673,578.280141,72.76300636,263.1125699,462.6797857,830.2198646,885.9777482,973.4889692,987.6495637,519.0817851,5.748516149,1320.873879,119.2261218,243.4699139,268.5153648,462.5859544,6.818128675,110.4
Farm_B,953.928577,776.4129607,358.162718,844.3570827,595.3850173,541.9009474,680.1407718,870.9691237,676.5133858,540.0119146,5.841547653,1593.928579,120.3802996,232.2933719,110.4958082,279.2937474,8.632378806,195.6
Farm_A,241.8522909,473.4717708,188.1211597,650.2010924,565.1331836,597.4131022,969.1026301,125.1857922,474.6308757,411.0284698,7.280809188,364.5662051,294.7762345,148.6440189,294.3610628,902.6849303,5.136983834,96.3
Farm_A,169.4927467,389.2016787,755.1372557,786.9033863,524.3902693,705.5751725,832.134178,81.62998203,567.016261,562.2968159,6.941011335,1971.480347,235.7982997,279.158809,382.0412834,211.9315591,7.849071311,95.1
Farm_B,556.8012625,10.83765148,620.3095514,315.4068957,440.7627469,925.2483174,507.4677338,60.35208399,738.4492093,957.6252845,6.404864449,1566.823705,62.03570899,157.7463051,425.3650687,472.2784074,4.345516598,195.9
Farm_C,249.2922291,696.0297967,91.28667679,690.0048908,411.8409141,559.6403313,567.9452306,287.0381332,159.5446801,404.1403217,6.18801562,223.2218295,66.30114782,263.0659686,311.989436,228.5652586,4.638607725,114.6
Farm_C,161.6287141,70.5687474,910.9271845,303.2751476,984.841199,245.3491097,592.9399348,392.4935564,452.1990283,586.6084632,7.664007724,1488.559833,223.5376434,114.4018051,474.8189422,741.7414456,9.64564278,116.7
Farm_C,367.7158031,318.9756303,273.4070719,11.03126443,452.4395161,75.13778174,76.13085949,350.6269312,673.4324333,991.2559937,7.66535648,1444.886685,145.1001372,278.3217369,480.2212146,474.8539887,2.455042926,108.89999999999999
Farm_B,728.2163486,78.45638134,583.3687651,694.9510889,876.7656368,140.1131758,233.607751,943.6159202,870.7499013,307.2899649,7.009407948,1017.640857,272.5645133,132.8367518,119.3652694,823.5626568,2.26722654,193.8
Farm_C,93.67476783,71.18864846,414.8195023,769.3048936,224.6048229,106.5982531,683.2587637,87.86649914,201.8534521,692.4361513,6.775424747,228.5698876,186.662055,209.0240116,308.0880282,790.8108657,7.815791864,110.1
Farm_B,761.6196153,270.8322513,649.2103021,402.9801788,569.8896849,948.453307,287.2389917,151.0578918,492.2778564,256.7765677,5.464110184,1625.022289,181.8499055,119.2035769,203.1741969,742.5573693,3.028431412,189.0
Farm_C,548.7337894,458.2528905,45.21867011,306.2536208,54.76163882,663.6711654,862.1276173,480.5069473,4.939980934,607.0940361,7.18145677,1256.201818,267.8011206,80.25625012,178.6026,803.641477,4.932962971,115.19999999999999
Farm_A,222.1078105,93.98193984,700.9691315,303.1283559,376.9444294,855.6964681,625.8913764,871.5368062,371.038763,863.3336496,5.482677906,1872.91533,276.5358137,158.6489902,113.2488354,165.6116518,3.698204748,102.9
Farm_B,677.5643618,660.1973767,527.7011091,174.8386273,720.0365365,139.3560741,417.5807758,651.6668254,773.4731257,181.4383477,6.197024948,1527.612663,164.8162993,77.00643853,171.6114615,773.7807107,9.257372588,207.3
Farm_A,36.88694735,215.8210275,83.5007167,851.4249577,334.9056147,892.6717111,401.9309136,997.1245002,210.662189,18.23258268,7.846115739,149.7737462,176.3016934,213.0560649,455.0374324,643.1437864,5.356693627,94.80000000000001
Farm_A,278.6464642,531.3546316,906.3543851,817.4497085,533.461092,379.6924082,984.0834692,794.8095487,131.5676851,898.0305489,4.606932091,1084.349656,216.9799997,176.5665149,449.7816525,899.7931722,9.620108209,102.30000000000001
Farm_C,632.3058306,962.6484147,374.8705795,975.6102009,821.2573047,487.4311982,17.87393473,638.5259477,514.8173539,539.1612767,7.740365897,253.1428761,232.8741226,99.02442818,293.7671656,568.1529031,8.031896702,111.0
Farm_A,849.2234105,18.22182565,842.1189231,414.1297525,346.9532019,596.8428489,495.8757351,9.770847419,29.97358987,404.3187681,6.007471579,318.0608566,161.763886,140.4799977,233.4128939,431.8364538,9.64122044,101.10000000000001
Farm_A,144.8948721,726.0913337,11.35364477,868.0566901,151.6748797,624.1489078,421.3570023,82.38104562,179.6831089,60.26739029,7.219521268,592.6638418,270.4819396,113.5978952,492.8059234,627.2783096,9.921951114,101.39999999999999
Farm_C,492.5176938,803.4809304,247.3481017,241.2014576,663.537372,590.2306669,878.6299864,104.5678403,683.2480283,323.3715621,5.012402801,882.354529,277.6925404,155.508565,279.6946201,365.7713298,1.108928051,108.3
Farm_A,300.8783098,522.2432601,753.3781853,496.9634829,939.8321236,583.041561,350.7118155,445.9027064,592.3503286,718.1230762,8.839300174,788.2473391,270.6040921,146.1278319,256.335354,676.428438,3.054118271,99.6
Farm_C,871.4605902,702.484084,752.3745294,234.6420819,741.1206493,156.1525974,844.5493985,541.2665787,719.2017783,5.758660498,7.069667924,246.4107304,291.1191635,298.859379,205.6448573,466.7887279,7.956293337,113.1
Farm_C,518.7906217,286.5412521,84.83771409,553.8022407,232.2126951,293.1477303,870.0988739,758.2631959,438.6154192,380.1956188,4.870546677,324.8387628,96.05620981,201.7723947,222.8930208,823.134469,9.087045442,116.39999999999999
Farm_C,633.4037565,697.015741,672.5184561,927.1778195,66.49626737,25.38635566,862.042651,761.0279025,555.3635509,544.489098,7.183348411,1046.685796,243.9029627,195.7017088,450.5436658,169.8844012,7.965922403,108.89999999999999
Farm_C,249.2922291,696.0297967,91.28667679,690.0048908,411.8409141,559.6403313,567.9452306,287.0381332,159.5446801,404.1403217,6.18801562,223.2218295,66.30114782,263.0659686,311.989436,228.5652586,4.638607725,114.6
Farm_A,794.8113035,628.9428468,768.9874152,535.3101315,580.5883503,799.415879,678.0161526,800.5866991,692.6259522,85.6582496,7.8049538,1714.953206,120.0093324,183.4918681,78.10591713,294.1666113,6.085767812,103.8
Farm_C,237.2490875,905.350642,150.4168911,886.6042152,398.1686936,262.2640443,408.4532131,498.8881535,515.5960286,496.7668589,5.233394323,576.8366565,276.7987577,138.692823,271.546466,550.3610311,2.710968848,119.7
Farm_B,195.2429878,282.0345726,450.5441353,975.8737549,178.0359669,360.9738969,797.4260216,636.4302495,497.174764,226.6564022,8.790367401,1336.849588,238.4904759,123.7601769,331.96663,222.9408133,1.081346222,197.4
Farm_B,860.7305833,795.7926694,761.5106317,826.0676303,877.2005408,238.182781,315.2903378,582.1704602,727.1690698,668.2127986,4.060542376,519.1627102,223.9747795,192.943088,148.0516494,550.5618413,5.661644749,198.3
Farm_A,510.7473026,337.9951569,101.1226761,708.7446977,816.5994395,243.172191,790.7231648,620.9155178,425.4933344,463.4940438,7.687541797,1497.759917,129.1904193,157.6068526,254.3007295,736.3778295,4.345653654,99.0
Farm_A,672.1355474,795.1861948,117.5262468,80.91928305,33.53243474,294.4657595,354.6221576,950.8635623,854.3850934,485.8717592,7.993570958,453.5926939,189.9389209,85.00602439,223.4803571,317.7385123,4.291126734,97.5
Farm_C,663.5017691,575.4741779,418.2430363,996.6968539,518.8380571,297.1217156,129.5149213,860.1223972,148.343201,95.71455552,6.825109964,1174.127484,125.9866003,145.9597208,438.5963851,732.2864514,9.830293586,113.7
Farm_C,548.7337894,458.2528905,45.21867011,306.2536208,54.76163882,663.6711654,862.1276173,480.5069473,4.939980934,607.0940361,7.18145677,1256.201818,267.8011206,80.25625012,178.6026,803.641477,4.932962971,115.19999999999999
Farm_C,651.9612595,941.4648088,376.4633669,527.0414639,802.8534486,732.5720972,655.2419806,242.0450159,639.1199378,231.9470961,4.800358175,316.7819913,247.1118358,237.794512,392.8091861,143.3674112,1.657734058,108.3
Farm_A,818.0147659,701.9668773,142.9916821,127.7134836,358.8304841,652.7461079,65.3563408,67.35060147,868.2725054,603.4485934,4.356283639,268.3408164,89.48870571,269.7447251,214.0671777,169.1758677,7.958276865,103.5
Farm_C,249.2922291,696.0297967,91.28667679,690.0048908,411.8409141,559.6403313,567.9452306,287.0381332,159.5446801,404.1403217,6.18801562,223.2218295,66.30114782,263.0659686,311.989436,228.5652586,4.638607725,114.6
Farm_C,161.2212873,518.3296524,448.445522,347.5715242,730.8674752,270.7446731,971.0582452,539.9853797,789.6985071,435.5833148,7.186007384,1629.479099,214.1950262,109.8775425,125.0870908,652.2437028,5.671290521,111.60000000000001
Farm_A,427.1077886,649.9639308,117.0670164,755.2704205,523.0654248,178.5446621,724.7667715,708.1720886,462.6229567,73.19592377,4.36042168,924.6367957,183.2572168,257.3216998,322.6006623,369.6091102,3.639777497,95.4
Farm_A,807.4401552,867.0723186,57.55876002,539.9571303,201.62732,231.0747966,230.0088373,102.509728,199.5424509,388.5581013,6.561109604,1598.368433,194.3983415,199.744627,203.271875,827.411689,7.931423906,101.7
Farm_C,101.4715429,940.2302414,613.4151959,509.4221281,869.8963621,719.0459052,265.6000426,694.9818861,41.57285905,216.7398001,5.487742257,476.3855022,58.29733864,78.62190952,267.5333462,955.695437,7.405505252,117.30000000000001
Farm_C,177.1106794,412.6176769,671.7006844,547.959489,996.8742518,446.005773,837.0133284,541.2963353,930.9486955,800.3565078,8.383253809,972.5557674,126.1877738,189.6605991,375.218131,455.6178169,2.998682836,114.3
Farm_A,241.8522909,473.4717708,188.1211597,650.2010924,565.1331836,597.4131022,969.1026301,125.1857922,474.6308757,411.0284698,7.280809188,364.5662051,294.7762345,148.6440189,294.3610628,902.6849303,5.136983834,96.3
